"","artist","song","text","Carolina","Laura"
"97","Lana Del Rey","National Anthem","Money is the anthem, of success, so before we go out,  
What's your address?  
  
I'm your National Anthem, God, you're so handsome  
Take me to the Hamptons Bugatti Veyron  
He loves to romance 'em, reckless abandon, hold me for ransom, upper echelon  
He says to ""be cool"" but, I don't know how yet, wind in my hair,  
Hand on the back of my neck  
I said, ""Can we party later on?"" he said, ""Yes.""  
  
Tell me I'm your National Anthem (Ooh yeah baby bow down, makin' me so wild
now)  
Tell me I'm your National Anthem (Sugar sugar, how now, take your body
downtown)  
Red, white, blue's in the skies, summer's in the air and baby, heaven's in
your eyes  
I'm your National Anthem  
  
Money is the reason we exist  
Everybody knows it, it's a fact-kiss, kiss!  
  
I sing the National Anthem,  
While I'm standing over your body hold you like a python  
And you can't keep your hands off me, or your pants on  
See what you've done to me give me Chevron  
You said to ""be cool"" but, I'm already coolest  
I said to ""get real, don't you know who you're dealing with?""  
Um, do you think you'll buy me lots of diamonds  
  
Tell me I'm your National Anthem (Ooh yeah baby bow down, makin' me so wild
now)  
Tell me I'm your National Anthem (Sugar sugar, how now, take your body
downtown)  
Red, white, blue's in the skies, summer's in the air and baby, heaven's in
your eyes  
I'm your National Anthem  
  
It's a love story for the new age,  
For the six page, we're on a quick, sick rampage  
Winin' and dinin', drinkin' and drivin', excessive buyin',  
Overdose and dyin' on our drugs and our love and our dreams and our rage  
Blurrin' the lines between real and the fake  
God can only, I need somebody to hold me  
He will do very well, I can tell, I can tell  
Keep me safe in his bell, tower, hotel  
  
Money is the anthem of success  
So put on mascara, and your party dress  
  
I'm your National Anthem, boy put your hands up, give me a standing ovation,  
Boy you have landed, babe in the land of, sweetness and danger, Queen of
Saigon  
  
Tell me I'm your National Anthem (Ooh yeah baby bow down, makin' me so wild
now)  
Tell me I'm your National Anthem (Sugar sugar, how now, take your body
downtown)  
Red, white, blue's in the skies, summer's in the air and baby, heaven's in
your eyes  
I'm your National Anthem  
  
Money is the anthem, God, you're so handsome, money is the anthem,  
Of success  
Money is the anthem, God, you're so handsome, money is the anthem,  
Of success  
Money is the anthem, God, you're so handsome, money is the anthem,  
Of success  
Money is the anthem, God, you're so handsome, money is the anthem,  
Of success

",TRUE,FALSE
"98","Lana Del Rey","Once Upon A Dream","I know you, I walked with you once upon a dream  
I know you, the gleam in your eyes is so familiar a gleam  
Yet I know it's true that visions are seldom all they seem  
But if I know you, I know what you'll do  
You'll love me at once, the way you did once upon a dream  
  
But if I know you, I know what you do  
You love me at once  
The way you did once upon a dream  
  
I know you, I walked with you once upon a dream  
I know you, the gleam in your eyes is so familiar a gleam  
And I know it's true that visions are seldom all they seem  
But if I know you, I know what you'll do  
You'll love me at once, the way you did once upon a dream  
  
But if I know you, I know what you do  
You love me at once  
The way you did once upon a dream

",TRUE,FALSE
"99","Lana Del Rey","Ride","I've been out on that open road  
You can be my full time, daddy white and gold  
Singing blues has been getting old  
You can be my full time, baby  
Hot or cold  
  
Don't break me down  
I've been travelin' too long  
I've been trying too hard  
With one pretty song  
  
I hear the birds on the summer breeze, I drive fast  
I am alone in the night  
Been tryin' hard not to get into trouble, but I  
I've got a war in my mind  
So, I just ride  
Just ride, I just ride, I just ride  
  
Dying young and I'm playing hard  
That's the way my father made his life an art  
Drink all day and we talk 'til dark  
That's the way the road doves do it, ride 'til dark.  
  
Don't leave me now  
Don't say good bye  
Don't turn around  
Leave me high and dry  
  
I hear the birds on the summer breeze, I drive fast  
I am alone in the night  
Been tryin' hard not to get in trouble, but I  
I've got a war in my mind  
I just ride  
Just ride, I just ride, I just ride  
  
I'm tired of feeling like I'm fucking crazy  
I'm tired of driving 'till I see stars in my eyes  
I look up to hear myself saying, baby  
Too much I strive, I just ride  
  
I hear the birds on the summer breeze, I drive fast  
I am alone in the night  
Been tryin' hard not to get in trouble, but I  
I've got a war in my mind  
I just ride  
Just ride, I just ride, I just ride

",TRUE,FALSE
"100","Lana Del Rey","Summertime Sadness","Kiss me hard before you go  
Summertime sadness  
I just wanted you to know  
That baby you're the best  
  
I got my red dress on tonight  
Dancing in the dark in the pale moonlight  
Got my hair up real big beauty queen style  
High heels off, I'm feeling alive  
  
Oh, my God, I feel it in the air  
Telephone wires above all sizzlin' like your stare  
Honey I'm on fire I feel it everywhere  
Nothing scares me anymore  
  
Kiss me hard before you go  
Summertime sadness  
I just wanted you to know  
That baby you're the best  
  
I've got that summertime, summertime sadness  
Summertime, summertime sadness  
Got that summertime, summertime sadness  
Oh, oh  
  
I'm feelin' electric tonight  
Cruising down the coast goin' by 99  
Got my bad baby by my heavenly side  
Oh if I go, I'll die happy tonight  
  
Oh, my God, I feel it in the air  
Telephone wires above all sizzlin' like your stare  
Honey I'm on fire I feel it everywhere  
Nothing scares me anymore  
  
Kiss me hard before you go  
Summertime sadness  
I just wanted you to know  
That baby you're the best  
  
I've got that summertime, summertime sadness  
Summertime, summertime sadness  
Got that summertime, summertime sadness  
Oh, oh  
  
I think I'll miss you forever  
Like the stars miss the sun in the morning skies  
Late is better than never  
Even if you're gone I'm gonna drive, drive  
  
I've got that summertime, summertime sadness  
Summertime, summertime sadness  
Got that summertime, summertime sadness  
Oh, oh  
  
Kiss me hard before you go  
Summertime sadness  
I just wanted you to know  
That baby you're the best  
  
I've got that summertime, summertime sadness  
Summertime, summertime sadness  
Got that summertime, summertime sadness  
Oh, oh

",TRUE,FALSE
"101","Lana Del Rey","Video Games","Swinging in the backyard  
Pull up in your fast car whistling my name  
  
Open up a beer  
And you say get over here and play a video game  
  
I'm in his favorite sun dress  
Watching me get undressed take that body downtown  
  
I say you the bestest  
Lean in for a big kiss put his favorite perfume on  
  
Go play your video game  
  
It's you, it's you, it's all for you  
Everything I do  
I tell you all the time  
Heaven is a place on earth with you  
Tell me all the things you want to do  
I heard that you like the bad girls honey, is that true?  
It's better than I ever even knew  
They say that the world was built for two  
Only worth living if somebody is loving you  
Baby now you do  
  
Singing in the old bars  
Swinging with the old stars  
Living for the fame  
  
Kissing in the blue dark  
Playing pool and wild darts  
Video games  
  
He holds me in his big arms  
Drunk and I am seeing stars  
This is all I think of  
  
Watching all our friends fall  
In and out of Old Paul's  
This is my idea of fun  
Playing video games  
  
It's you, it's you, it's all for you  
Everything I do  
I tell you all the time  
Heaven is a place on earth with you  
Tell me all the things you want to do  
I heard that you like the bad girls honey, is that true?  
It's better than I ever even knew  
They say that the world was built for two  
Only worth living if somebody is loving you  
Baby now you do (Now you do)  
  
It's you, it's you, it's all for you  
Everything I do  
I tell you all the time  
Heaven is a place on earth with you  
Tell me all the things you want to do  
I heard that you like the bad girls honey, is that true?  
It's better than I ever even knew  
They say that the world was built for two  
Only worth living if somebody is loving you  
Baby now you do (Now you do)  
  
Now you do (Now you do)

",TRUE,FALSE
"102","Lana Del Rey","Young And Beautiful","I've seen the world, done it all  
Had my cake now  
Diamonds, brilliant, in Bel-Air now  
Hot summer nights, mid July  
When you and I were forever wild  
The crazy days, city lights  
The way you'd play with me like a child  
  
Will you still love me  
When I'm no longer young and beautiful?  
Will you still love me  
When I've got nothing but my aching soul?  
I know you will, I know you will  
I know that you will  
Will you still love me when I'm no longer beautiful?  
  
I've seen the world, lit it up  
As my stage now  
Changeling angels in a new age now  
Hot summer days, rock n roll  
The way you play for me at your show  
And all the ways, I got to know  
Your pretty face and electric soul  
  
Will you still love me  
When I'm no longer young and beautiful?  
Will you still love me  
When I've got nothing but my aching soul?  
I know you will, I know you will  
I know that you will  
Will you still love me when I'm no longer beautiful?  
  
Dear lord, when I get to heaven  
Please let me bring my man  
When he comes tell me that you'll let him  
Father tell me if you can  
All that grace, all that body  
All that face, makes me wanna party  
He's my sun, he makes me shine like diamonds  
  
Will you still love me  
When I'm no longer young and beautiful?  
Will you still love me  
When I've got nothing but my aching soul?  
I know you will, I know you will  
I know that you will  
Will you still love me when I'm no longer beautiful?  
Will you still love me when I'm no longer beautiful?  
Will you still love me when I'm not young and beautiful?

",TRUE,FALSE
"103","Leonard Cohen","Anthem","The birds they sang  
At the break of day  
Start again  
I heard them say  
Don't dwell on what  
Has passed away  
Or what is yet to be.  
Ah the wars they will  
Be fought again  
The holy dove  
She will be caught again  
Bought and sold  
And bought again  
The dove is never free.  
  
Ring the bells that still can ring  
Forget your perfect offering  
There is a crack in everything  
That's how the light gets in.  
  
We asked for signs  
The signs were sent  
The birth betrayed  
The marriage spent  
Yeah the widowhood  
Of every government  
Signs for all to see.  
  
I can't run no more  
With that lawless crowd  
While the killers in high places  
Say their prayers out loud.  
But they've summoned, they've summoned up  
A thundercloud  
And they're going to hear from me.  
  
Ring the bells that still can ring  
  
You can add up the parts  
But you won't have the sum  
You can strike up the march,  
There is no drum  
Every heart, every heart  
To love will come  
But like a refugee.  
  
Ring the bells that still can ring  
Forget your perfect offering  
There is a crack, a crack in everything  
That's how the light gets in.  
  
Ring the bells that still can ring  
Forget your perfect offering  
There is a crack, a crack in everything  
That's how the light gets in.  
That's how the light gets in.  
That's how the light gets in.

",TRUE,FALSE
"104","Leonard Cohen","Dance Me To The End Of Love","Dance me to your beauty with a burning violin  
Dance me through the panic 'til I'm gathered safely in  
Lift me like an olive branch and be my homeward dove  
Dance me to the end of love  
Dance me to the end of love  
  
Oh let me see your beauty when the witnesses are gone  
Let me feel you moving like they do in Babylon  
Show me slowly what I only know the limits of  
Dance me to the end of love  
Dance me to the end of love  
Dance me to the wedding now, dance me on and on  
Dance me very tenderly and dance me very long  
We're both of us beneath our love, we're both of us above  
Dance me to the end of love  
Dance me to the end of love  
  
Dance me to the children who are asking to be born  
Dance me through the curtains that our kisses have outworn  
Raise a tent of shelter now, though every thread is torn  
Dance me to the end of love  
  
Dance me to your beauty with a burning violin  
Dance me through the panic till I'm gathered safely in  
Touch me with your naked hand or touch me with your glove  
Dance me to the end of love  
Dance me to the end of love  
Dance me to the end of love

",TRUE,FALSE
"105","Leonard Cohen","Famous Blue Raincoat","It's four in the morning, the end of December  
I'm writing you now just to see if you're better  
New York is cold, but I like where I'm living  
There's music on Clinton Street all through the evening.  
  
I hear that you're building your little house deep in the desert  
You're living for nothing now, I hope you're keeping some kind of record.  
  
Yes, and Jane came by with a lock of your hair  
She said that you gave it to her  
That night that you planned to go clear  
Did you ever go clear?  
  
Ah, the last time we saw you you looked so much older  
Your famous blue raincoat was torn at the shoulder  
You'd been to the station to meet every train  
And you came home without Lili Marlene  
  
And you treated my woman to a flake of your life  
And when she came back she was nobody's wife.  
  
Well I see you there with the rose in your teeth  
One more thin gypsy thief  
Well I see Jane's awake  
  
She sends her regards.  
And what can I tell you my brother, my killer  
What can I possibly say?  
I guess that I miss you, I guess I forgive you  
I'm glad you stood in my way.  
  
If you ever come by here, for Jane or for me  
Well your enemy is sleeping, and his woman is free.  
  
Yes, and thanks, for the trouble you took from her eyes  
I thought it was there for good so I never tried.  
  
And Jane came by with a lock of your hair  
She said that you gave it to her  
That night that you planned to go clear  
  
Sincerely L Cohen

",TRUE,FALSE
"106","Leonard Cohen","First We Take Manhattan","They sentenced me to twenty years of boredom  
For trying to change the system from within  
I'm coming now, I'm coming to reward them  
First we take Manhattan, then we take Berlin  
  
I'm guided by a signal in the heavens  
I'm guided by this birthmark on my skin  
I'm guided by the beauty of our weapons  
First we take Manhattan, then we take Berlin  
  
I'd really like to live beside you, baby  
I love your body and your spirit and your clothes  
But you see that line there moving through the station?  
I told you, I told you, told you, I was one of those  
  
Ah you loved me as a loser, but now you're worried that I just might win  
You know the way to stop me, but you don't have the discipline  
How many nights I prayed for this, to let my work begin  
First we take Manhattan, then we take Berlin  
  
I don't like your fashion business mister  
And I don't like these drugs that keep you thin  
I don't like what happened to my sister  
First we take Manhattan, then we take Berlin  
  
I'd really like to live beside you, baby  
  
And I thank you for those items that you sent me  
The monkey and the plywood violin  
I practiced every night, now I'm ready  
First we take Manhattan, then we take Berlin  
  
I am guided  
  
Ah remember me, I used to live for music  
Remember me, I brought your groceries in  
Well it's Father's Day and everybody's wounded  
First we take Manhattan, then we take Berlin

",TRUE,FALSE
"107","Leonard Cohen","Hallelujah","Now I've heard there was a secret chord  
That David played, and it pleased the Lord  
But you don't really care for music, do you?  
It goes like this  
The fourth, the fifth  
The minor fall, the major lift  
The baffled king composing Hallelujah  
  
Hallelujah  
Hallelujah  
Hallelujah  
Hallelujah  
  
Your faith was strong but you needed proof  
You saw her bathing on the roof  
Her beauty and the moonlight overthrew her  
She tied you  
To a kitchen chair  
She broke your throne, and she cut your hair  
And from your lips she drew the Hallelujah  
  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
You say I took the name in vain  
I don't even know the name  
But if I did, well really, what's it to you?  
There's a blaze of light  
In every word  
It doesn't matter which you heard  
The holy or the broken Hallelujah  
  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
  
I did my best, it wasn't much  
I couldn't feel, so I tried to touch  
I've told the truth, I didn't come to fool you  
And even though  
It all went wrong  
I'll stand before the Lord of Song  
With nothing on my tongue but Hallelujah  
  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
Hallelujah, Hallelujah  
Hallelujah

",TRUE,FALSE
"108","Leonard Cohen","Hey, That's No Way To Say Goodbye","Leonard Cohen - Hey, That's No Way To Say Goodbye  
  
I loved you in the morning, our kisses deep and warm,  
Your hair upon the pillow like a sleepy golden storm,  
Yes, many loved before us, I know that we are not new,  
In city and in forest they smiled like me and you,  
But now it's come to distances and both of us must try,  
Your eyes are soft with sorrow,  
Hey, that's no way to say goodbye.  
  
I'm not looking for another as I wander in my time,  
Walk me to the corner, our steps will always rhyme  
You know my love goes with you as your love stays with me,  
It's just the way it changes, like the shoreline and the sea,  
But let's not talk of love or chains and things we can't untie,  
Your eyes are soft with sorrow,  
Hey, that's no way to say goodbye.  
  
I loved you in the morning, our kisses deep and warm,  
Your hair upon the pillow like a sleepy golden storm,  
Yes many loved before us, I know that we are not new,  
In city and in forest they smiled like me and you,  
But let's not talk of love or chains and things we can't untie,  
Your eyes are soft with sorrow,  
Hey, that's no way to say goodbye.

",TRUE,FALSE
"109","Leonard Cohen","In My Secret Life","I saw you this morning.  
You were moving so fast.  
Can't seem to loosen my grip  
On the past.  
And I miss you so much.  
There's no one in sight.  
And we're still making love  
In My Secret Life.  
  
I smile when I'm angry.  
I cheat and I lie.  
I do what I have to do  
To get by.  
But I know what is wrong,  
And I know what is right.  
And I'd die for the truth  
In My Secret Life.  
  
Hold on, hold on, my brother.  
My sister, hold on tight.  
I finally got my orders.  
I'll be marching through the morning,  
Marching through the night,  
Moving cross the borders  
Of My Secret Life.  
  
Looked through the paper.  
Makes you want to cry.  
Nobody cares if the people  
Live or die.  
And the dealer wants you thinking  
That it's either black or white.  
Thank G-d it's not that simple  
In My Secret Life.  
  
I bite my lip.  
I buy what I'm told:  
From the latest hit,  
To the wisdom of old.  
But I'm always alone.  
And my heart is like ice.  
And it's crowded and cold  
In My Secret Life.

",TRUE,FALSE
"110","Leonard Cohen","Leaving The Table","I'm leaving the table  
I'm out of the game  
I don't know the people  
In your picture frame  
If I ever loved you or no, no  
It's a crying shame if I ever loved you  
If I knew your name  
You don't need a lawyer  
I'm not making a claim  
You don't need to surrender  
I'm not taking aim  
  
I don't need a lover, no, no  
The wretched beast is tame  
I don't need a lover  
So blow out the flame  
  
There's nobody missing  
There is no reward  
Little by little  
We're cutting the cord  
We're spending the treasure, oh, no, no  
That love cannot afford  
I know you can feel it  
The sweetness restored  
  
I don't need a reason  
For what I became  
I've got these excuses  
They're tired and lame  
I don't need a pardon, no, no, no, no, no  
There's no one left to blame  
I'm leaving the table  
I'm out of the game  
  
I'm leaving the table  
I'm out of the game

",TRUE,FALSE
"111","Leonard Cohen","Winter Lady","Trav'ling lady, stay awhile  
Until the night is over.  
I'm just a station on your way,  
I know I'm not your lover.  
Well I lived with a child of snow  
When I was a soldier,  
And I fought every man for her  
Until the nights grew colder.  
  
She used to wear her hair like you  
Except when she was sleeping,  
And then she'd weave it on a loom  
Of smoke and gold and breathing.  
  
And why are you so quiet now  
Standing there in the doorway?  
You chose your journey long before  
You came upon this highway.  
  
Traveling lady stay awhile  
Until the night is over.  
I'm just a station on your way,  
I know I'm not your lover.

",TRUE,FALSE
"112","Maroon 5","Animals","[Chorus]  
Baby I'm preying on you tonight,  
Hunt you down, eat you alive,  
Just like animals, animals,  
Like animals, wolves.  
Maybe you think that you can hide,  
I can smell your scent from miles,  
Just like animals, animals,  
Like animals, wolves,  
Baby I'm...  
  
[Verse 1]  
So what you trying to do to me,  
It's like we can't stop, we're enemies,  
But we get along when I'm inside you.  
You're like a drug that's killing me,  
I cut you out entirely,  
But I get so high when I'm inside you.  
  
[Pre-Chorus]  
Yeah, you can start over, you can run free,  
You can find other fish in the sea,  
You can pretend it's meant to be,  
But you can't stay away from me.  
I can still hear you making that sound,  
Taking me down rolling on the ground,  
You can pretend that it was me, but no.  
  
[Chorus]  
Baby I'm preying on you tonight,  
Hunt you down, eat you alive,  
Just like animals, animals,  
Like animals, wolves,  
Maybe you think that you can hide,  
I can smell your scent from miles,  
Just like animals, animals,  
Like animals, wolves,  
Baby I'm...  
  
[Verse 2]  
So if I run, it's not enough,  
You're still in my head, forever stuck,  
So you can do, what you wanna do.  
I love your lies, I'll eat 'em up,  
But don't deny the animal  
That comes alive when I'm inside you.  
  
[Pre-Chorus]  
Yeah, you can start over, you can run free,  
You can find other fish in the sea,  
You can pretend it's meant to be,  
But you can't stay away from me.  
I can still hear you making that sound,  
Taking me down rolling on the ground,  
You can pretend that it was me, but no.  
  
[Chorus]  
Baby I'm preying on you tonight,  
Hunt you down, eat you alive,  
Just like animals, animals,  
Like animals, wolves.  
Maybe you think that you can hide,  
I can smell your scent from miles,  
Just like animals, animals,  
Like animals, wolves,  
Baby I'm...  
  
[Bridge]  
Don't tell no lie, lie, lie, lie,  
You can't deny, ny, ny, ny,  
The beast inside, side, side, side,  
Yeah, yeah, yeah.  
No girl don't lie, lie, lie, lie,  
You can't deny, ny, ny, ny,  
The beast inside, side, side, side,  
Yeah, yeah, yeah.  
  
[Break]  
Yo, woahh, woahh...  
Just like animals, animals,  
Like animals, mals.  
Just like animals, animals,  
Like animals, mals.  
  
[Chorus]  
Baby I'm preying on you tonight,  
Hunt you down, eat you alive,  
Just like animals, animals,  
Like animals, wolves.  
Maybe you think that you can hide,  
I can smell your scent from miles,  
Just like animals, animals,  
Like animals, wolves,  
Baby I'm...  
  
[Outro]  
Don't tell no lie, lie, lie, lie,  
You can't deny, ny, ny, ny,  
The beast inside, side, side, side,  
Yeah, yeah, yeah.  
No girl don't lie, lie, lie, lie,  
You can't deny, ny, ny, ny,  
The beast inside, side, side, side,  
Yeah, yeah, yeah.

",TRUE,TRUE
"113","Maroon 5","Daylight","Here I am waiting, I'll have to leave soon  
Why am I, still holding on?  
We knew this day would come, we knew it all along  
How did it come so fast?  
This is our last night but it's late  
And I'm trying not to sleep  
'Cause I know, when I wake  
I will have to slip away  
  
And when the daylight comes I'll have to go  
But tonight I'm gonna hold you so close  
'Cause in the daylight we'll be on our own  
But tonight I need to hold you so close  
Ooh whoa, ooh whoa, ooh whoa  
Ooh whoa, ooh whoa, ooh whoa  
  
Here I am staring at your perfection  
In my arms, so beautiful  
The sky is getting bright, the stars are burning out  
Somebody slow it down  
This is way too hard  
'Cause I know, when the sun comes up  
I will leave, this is my last glance  
That will soon be memory  
  
And when the daylight comes I'll have to go  
But tonight I'm gonna hold you so close  
'Cause in the daylight we'll be on our own  
But tonight I need to hold you so close  
Ooh whoa, ooh whoa, ooh whoa  
Ooh whoa, ooh whoa, ooh whoa  
  
I never wanted to stop  
Because I don't wanna start all over, start all over  
I was afraid of the dark  
But now it's all that I want, all that I want, all that I want  
  
And when the daylight comes I'll have to go  
But tonight I'm gonna hold you so close  
'Cause in the daylight we'll be on our own  
But tonight I need to hold you so close  
  
And when the daylight comes I'll have to go  
But tonight I'm gonna hold you so close  
'Cause in the daylight we'll be on our own  
But tonight I need to hold you so close  
Ooh whoa, ooh whoa, ooh whoa  
Ooh whoa, ooh whoa, ooh whoa  
  
Ooh whoa (yeah), ooh whoa (yeah), ooh whoa (yeah)  
Ooh whoa (yeah), ooh whoa (yeah), ooh whoa

",TRUE,FALSE
"114","Maroon 5","Highway To Hell","Living easy, livin' free  
Season ticket, on a one - way ride  
Asking nothing, leave me be  
Taking everything in my stride  
Don't need reason, don't need rhyme  
Ain't nothing I would rather do  
Going down, party time  
My friends are gonna be there too  
  
I'm on the highway to hell  
Highway to hell  
I'm on the highway to hell  
Highway to hell  
  
No stop signs, speedin' limit  
Nobody's gonna slow me down  
Like a wheel, gonna spin it  
Nobody's gonna mess me 'round  
Hey Satan! Paid my dues  
Playin' in a rockin' band  
Hey Mama! Look at me  
I'm on my way to the promise land  
  
I'm on the highway to hell  
Highway to hell  
I'm on the highway to hell  
Highway to hell  
  
Don't stop me!  
  
I'm on the highway to hell!  
I'm on the highway to hell!  
I'm on the highway to hell!  
I'm on the highway to hell!  
  
And I'm goin down... all the way!  
I'm on the highway to hell...

",FALSE,TRUE
"115","Maroon 5","Lost Stars","Please don't see  
Just a boy caught up in dreams and fantasies  
Please see me  
Reaching out for someone I can't see  
  
Take my hand, let's see where we wake up tomorrow  
Best laid plans sometimes are just a one night stand  
I'll be damned, Cupid's demanding back his arrow  
So let's get drunk on our tears  
  
And God, tell us the reason youth is wasted on the young  
It's hunting season and the lambs are on the run  
Searching for meaning  
But are we all lost stars trying to light up the dark?  
  
Who are we?  
Just a speck of dust within the galaxy?  
Woe is me  
If we're not careful turns into reality  
  
But don't you dare let our best memories bring you sorrow  
Yesterday I saw a lion kiss a deer  
Turn the page, maybe we'll find a brand new ending  
Where we're dancing in our tears  
  
And God, tell us the reason youth is wasted on the young  
It's hunting season and the lambs are on the run  
We're searching for meaning  
But are we all lost stars trying to light up the dark?  
  
I thought I saw you out there crying  
I thought I heard you call my name  
I thought I heard you out there crying  
But just the same Oh yeah yeah yeah  
  
And God, give us the reason youth is wasted on the young  
It's hunting season and this lambs are on the run  
Searching for meaning  
But are we all lost stars trying to light up the dark?  
  
And I thought I saw you out there crying  
And I thought I heard you call my name  
And I thought I heard you out there crying  
But are we all lost stars trying to light up the dark?  
Are we all lost stars trying to light up the dark?

",TRUE,FALSE
"116","Maroon 5","Maps","[Verse 1]  
I miss the taste of a sweeter life,  
I miss the conversation.  
I'm searching for a song tonight,  
I'm changing all of the stations.  
I like to think that we had it all,  
We drew a map to a better place.  
But on that road, I took a fall,  
Oh baby, why did you run away?  
  
[Bridge]  
I was there for you, in your darkest times,  
I was there for you, in your darkest nights.  
  
[Pre-Chorus]  
But I wonder where were you  
When I was at my worst , down on my knees,  
And you said you had my back.  
So I wonder where were you  
When all the roads you took , came back to me,  
So I'm following the map that leads to you.  
  
Chorus]  
The map that leads to you,  
Ain't nothing I can do.  
The map that leads to you,  
Following, following, following to you.  
The map that leads to you,  
Ain't nothing I can do,  
The map that leads to you,  
Following, following, following.  
  
[Verse 2]  
I hear your voice in my sleep at night,  
Hard to resist temptation.  
'Cause something strange has come over me,  
And now I can't get over you.  
No, I just can't get over you!  
  
[Bridge]  
I was there for you, in your darkest times,  
I was there for you, in your darkest nights.  
  
[Pre-Chorus]  
But I wonder where were you  
When I was at my worst, down on my knees,  
And you said you had my back.  
So I wonder where were you?  
When all the roads you took, came back to me,  
So I'm following the map that leads to you.  
  
[Chorus]  
The map that leads to you,  
Ain't nothing I can do.  
The map that leads to you,  
Following, following, following to you.  
The map that leads to you,  
Ain't nothing I can do,  
The map that leads to you,  
Following, following, following  
  
[Bridge]  
Oh oh oh, oh oh oh  
Yeah yeah yeah  
Ah ah ah  
  
[Hook]  
Oh I was there for you, oh in your darkest time,  
Oh I was there for you, oh in your darkest night,  
Oh I was there for you, oh in your darkest time,  
Oh I was there for you, oh in your darkest night!  
  
[Pre-Chorus]  
But I wonder where were you,  
When I was at my worst, down on my knees,  
And you said you had my back.  
So I wonder where were you?  
When all the roads you took, came back to me,  
So I'm following the map that leads to you.  
  
[Chorus]  
The map that leads to you,  
Ain't nothing I can do.  
The map that leads to you,  
Following, following, following to you.  
The map that leads to you,  
Ain't nothing I can do.  
The map that leads to you,  
Following, following, following.

",TRUE,FALSE
"117","Maroon 5","Misery","Oh yeah  
Oh yeah  
So scared of breaking it  
That you won't let it bend  
And I wrote two hundred letters  
I will never send  
Sometimes these cuts are so much  
Deeper then they seem  
You'd rather cover up  
I'd rather let them bleed  
So let me be  
And I'll set you free  
  
I am in misery  
There ain't nobody  
Who can comfort me  
Why won't you answer me?  
The silence is slowly killing me  
Girl you really got me bad  
You really got me bad  
I'm gonna get you back  
Gonna get you back  
  
Your salty skin and how  
It mixes in with mine  
The way it feels to be  
Completely intertwined  
It's not that I didn't care  
It's that I didn't know  
It's not what I didn't feel,  
It's what I didn't show  
So let me be  
And I'll set you free  
  
I am in misery  
There ain't nobody  
Who can comfort me  
Why won't you answer me?  
Your silence is slowly killing me  
Girl you really got me bad  
You really got me bad  
I'm gonna get you back  
Gonna get you back  
  
You say your faith is shaken  
You may be mistaken  
You keep me wide awake and  
Waiting for the sun  
I'm desperate and confused  
So far away from you  
I'm getting there  
Don't care where I have to run  
  
Why do you do what you do to me, yeah  
Why won't you answer me, answer me, yeah  
Why do you do what you do to me, yeah  
Why won't you answer me, answer me, yeah  
  
I am in misery  
There ain't nobody  
Who can comfort me  
Why won't you answer me?  
Your silence is slowly killing me  
Girl you really got me bad  
You really got me bad  
I'm gonna get you back  
Gonna get you back  
  
Girl you really got me bad  
You really got me bad  
I'm gonna get you back  
Gonna get you back  
  
(Girl you really got me bad)  
(You really got me bad)  
(I'm gonna get you back)  
(Gonna get you back)

",TRUE,FALSE
"118","Maroon 5","Miss You, Love You","This has not been easy  
This has been hard  
I am scarred  
And I do not know what to do with you.  
  
Go inside, kiss your mouth with my lips  
Grab your hips, can't remember why I fell in love with this  
  
But I miss you, I love you  
It's a shame you can't stay away from me this time, oh no  
You beg me, you ask me to kiss you and hug you  
You won't be getting my affection again, oh no  
I don't need you tonight  
  
Who do you think you are?  
No one cares about a name without a face  
So don't go shooting up the place  
Make no mistake, your love's not real  
'Cause the love that I've got is deeper, so much deeper than you could ever
feel  
  
And I miss you, I love you  
It's a shame you cant stay away from me this time, oh no  
You beg me, you ask me to kiss you and hug you  
You won't be getting my affection again, oh no  
'Cause I don't need you tonight  
  
It was really nice to know you  
But, there's nothing left to show you  
I got bills to pay, get out the way, it's time to move on  
And dinner with your boyfriend, will never be the same again  
Discuss me over cigarettes and say to him  
  
I miss you, I love you  
It's a shame you can't stay away from me this time, oh no  
You beg me, you ask me  
To kiss you and hug you  
You won't be getting my affection again  
So oh no, 'cause I don't need you  
And I miss you, I love you  
It's a shame you can't stay away from me this time, oh no  
You beg me, you ask me to  
Kiss you and hug you  
You won't be getting my affection again  
So no no, 'cause I won't need you

",TRUE,FALSE
